run,episode,mae,rmse,bias,p95_abs_error,time_spearman,sparse_pair_delta_mae,sparse_reverse_fraction,first_quarter_mae,last_quarter_mae
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,86,0.006147176589820447,0.008378585875839664,-0.0054830951653457305,0.016420897096395486,0.9929385643655008,0.002829323926075237,0.36220472440944884,0.013148326193913817,0.004720622246168205
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,90,0.011213165307253803,0.01275847330819432,-0.011117057823412324,0.0206793044693768,0.9769959714338032,0.0021817290891460546,0.44881889763779526,0.005628407932817936,0.010935921132841031
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,99,0.009823806816257274,0.01168511249872393,-0.009812835254251695,0.022578784823417627,0.9894707928950741,0.00258856554933655,0.3858267716535433,0.014952736208215356,0.005737091703849728
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,171,0.022789327235386736,0.027142059247564007,-0.022789327235386736,0.05050219893455504,0.9924006592199229,0.0026765735673270827,0.3543307086614173,0.042893917532637715,0.006638396635025856
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,180,0.012476794772283029,0.013674186113411146,0.011051775740725134,0.02129291985183954,0.9761318897637795,0.0023260740746604645,0.4251968503937008,0.015606434317305684,0.005429777496829047
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,182,0.012748143331464235,0.014557254740065795,-0.012748143331464235,0.025597761198878285,0.9913191265336019,0.0021256732747076063,0.4409448818897638,0.021530829486437142,0.005255500267594471
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,195,0.01948423979092695,0.02444714965261812,-0.019462457611098216,0.047158310562372185,0.9873248947079287,0.0029036272977163474,0.4251968503937008,0.04183860449120402,0.0064637081250111805
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,196,0.009022151034059789,0.010290958428186428,-0.0036697924674626847,0.01869616322219371,0.9569103644021241,0.002294383624084587,0.3700787401574803,0.010769732762128115,0.006716709822285338
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,205,0.009659550596097688,0.012623930555226655,-0.007608560575590673,0.028425266221165656,0.9724638344625527,0.003854083069636831,0.41732283464566927,0.019594189478084445,0.003827063103017281
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,209,0.006295747155945719,0.006936210465037899,-0.005616115147404344,0.011144605185836553,0.9855967313678812,0.002324308232059629,0.3779527559055118,0.006714856484904885,0.0066059916989615886
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,216,0.004768610186602018,0.005808465590185905,0.001177342422579386,0.009845495410263538,0.9875652353048892,0.002238941342225225,0.36220472440944884,0.007139521301724017,0.00404889257515606
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,222,0.012537502209852391,0.014423009375727845,-0.009470966170738393,0.022627061139792203,0.9655225691265334,0.0049996016286753524,0.4566929133858268,0.015366061124950647,0.01831396741545177
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,230,0.010857528164251562,0.014000030699251827,0.003561305142739002,0.026577694714069365,0.9207162149789415,0.00741273018817498,0.4251968503937008,0.0129881058819592,0.003521186421494349
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,242,0.008801065211173409,0.010755134126485256,-0.008284765878215694,0.018678627535700796,0.9725725599707012,0.004324597497214013,0.41732283464566927,0.008793607354164124,0.006621226961215143
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,255,0.009640282294640201,0.011981937921752379,0.005554484205276822,0.022317417711019513,0.969791475920161,0.004938554348732073,0.4094488188976378,0.010956410551443696,0.005842809965542983
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,257,0.004630472738881508,0.005681123742700583,-0.004103828478491778,0.009951715916395184,0.9893677897820912,0.0029331233359755965,0.3858267716535433,0.0033805270213633776,0.004720982668004581
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,266,0.00809206604890278,0.009962766358388336,-0.006821329859576508,0.018825384974479664,0.9734423640358907,0.0046013191518351785,0.4251968503937008,0.009660262614488602,0.00397339297887811
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,277,0.030026090717001352,0.039530834160670866,0.028762643509253394,0.06385110616683959,0.9700833180736128,0.009518188622406148,0.3779527559055118,0.049498997861519456,0.0054166071058716625
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,281,0.01828901648241299,0.024995847061969983,-0.01150449086981098,0.04900362342596054,0.9758286028199964,0.007818749530138228,0.44881889763779526,0.03348796209320426,0.004982602007657988
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,305,0.030027759754375438,0.03431557789184556,-0.029973810100273113,0.06482278108596796,0.991622413477385,0.005260394882469431,0.3779527559055118,0.047138326801359653,0.014423223437916022
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,313,0.015583862197672715,0.018795858531615875,0.007041408975055674,0.034926792979240416,0.9895451840322286,0.005485432537815233,0.4094488188976378,0.027527209371328354,0.008502320139086805
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,314,0.015057527227327228,0.01802100552797565,-0.006899925851030275,0.030802614800631994,0.9746383446255265,0.008961998890557392,0.4015748031496063,0.008373686578124762,0.013451930601149797
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,323,0.029615054499117832,0.03494305291835863,-0.029530335576964717,0.05619031637907027,0.9937168101080388,0.006899098572357903,0.3937007874015748,0.04889925988391042,0.00877169919476728
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,329,0.013205585245486873,0.01543520173745122,-0.01101118500901066,0.026136926189064973,0.9887039919428675,0.007024183561365436,0.4015748031496063,0.013506455346941948,0.010020286081271479
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,341,0.010921379650426388,0.014563045276278328,-0.0027481527840791387,0.030822256952524184,0.9724123329060611,0.010157027424819122,0.4409448818897638,0.011543917004019022,0.007063310873490991
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,357,0.036588392649719026,0.04825616280406715,0.024276559335703496,0.0982329040765762,0.9792677623145942,0.011739851129571283,0.44881889763779526,0.08264516480267048,0.01598371085128747
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,362,0.02407519708867767,0.03216857935901289,0.01848822426472907,0.06785869002342222,0.9649732191906244,0.007687147765413044,0.36220472440944884,0.053131521679461,0.006931401920155622
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,391,0.05977794104728673,0.07090499151658271,0.05836911465848971,0.11954677700996398,0.940303973631203,0.013610033905060272,0.4409448818897638,0.07300271233543754,0.013591842965979595
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,418,0.003800524155394669,0.0048131504998297015,-0.0022751340188733593,0.008248994220048187,0.9894021241530855,0.002121491735346439,0.3937007874015748,0.0029745129868388176,0.004717496356533957
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,420,0.006672306947166362,0.008188873749236701,-0.0063982371798374515,0.017547668516635886,0.9931846273576268,0.0020489742334081434,0.3779527559055118,0.012515581911429763,0.0034622508701431798
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,422,0.008986259462744783,0.009924748030128666,-0.008862822841820162,0.015546754002571106,0.9882919794909357,0.0021827279289407054,0.3700787401574803,0.012583242496475577,0.006235807441044017
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,435,0.003894092158134299,0.005002259717557708,0.0014257583829930809,0.010106219537556162,0.9906667734847098,0.001829012674756172,0.36220472440944884,0.00322193733882159,0.002779836619083653
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,441,0.0072458318422832235,0.008488605788985158,-0.004706808056198497,0.014918922260403627,0.9549533052554477,0.003414454730594252,0.3937007874015748,0.005385649856179953,0.0054715740097890375
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,450,0.0042402724989187845,0.005309720317006352,-0.00416266815363997,0.00983737176284194,0.990741164621864,0.0020059423931823002,0.3858267716535433,0.004807612509466708,0.0036672990154329455
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,451,0.004012591341506777,0.00493050152908128,-0.003270406579304108,0.009374560788273811,0.9887841054751875,0.0021924601838462,0.4409448818897638,0.005144404363818467,0.00176020300386881
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,466,0.009474874381794507,0.012513442431743276,0.008488024269809102,0.02631551418453454,0.9568760300311298,0.0037446789054830713,0.41732283464566927,0.007301311008632183,0.0038394923703890527
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,470,0.013584141379851644,0.015670471039969974,0.013280204664170014,0.02522948458790779,0.9870673869254715,0.0019025833595280102,0.3937007874015748,0.02203532645944506,0.004754997820782592
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,474,0.006635034049850219,0.0076644398664460775,-0.006635034049850219,0.01237687701359391,0.9929557315509978,0.002062593762740845,0.33070866141732286,0.006945397821255028,0.004702566135165398
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,484,0.03844524801388616,0.04873732362982515,0.03399601609999081,0.09051577821373939,0.9861289141182933,0.006002737803193998,0.3858267716535433,0.07783926604315639,0.00896412567817606
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,489,0.032583939011601615,0.038338283010813476,0.03212435852219642,0.07208437621593475,0.9833363852774217,0.007649650452585202,0.4409448818897638,0.046850671991705894,0.007131026293791365
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,497,0.00808459010477236,0.010207927951908707,-0.001176848740215064,0.01960095763206481,0.9904607672587439,0.005567463166190414,0.3779527559055118,0.010033475700765848,0.008088597074674908
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,500,0.02203977330646012,0.027760643602669874,0.02041507782996632,0.0571640402078628,0.9836167826405419,0.007996770912620027,0.4251968503937008,0.04151590587571263,0.006963898485992104
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,502,0.013608732129796408,0.02010005564065212,0.01267081966943806,0.03850157409906385,0.9722234938655923,0.0064929101806808645,0.3700787401574803,0.023332989774644375,0.0044271539081819355
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,529,0.012765845395733777,0.015244712329306173,0.0004982977452527848,0.028288862854242324,0.984560977842886,0.005719405276275526,0.3543307086614173,0.013551742769777775,0.012890197085653199
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,544,0.012104125016321632,0.01399568259733618,-0.01200195265801085,0.02245071455836296,0.9875652353048892,0.0026954370074150132,0.4251968503937008,0.017497740453109145,0.0027517486869328422
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,545,0.003678979682717909,0.0044943853048573686,-0.002664008959527564,0.008087632991373538,0.9884636513459073,0.0023107968534775607,0.3464566929133858,0.005158681538887322,0.0030970275820436655
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,548,0.005831835041590239,0.007460602051727576,-0.004607934511568601,0.015116203483194111,0.9881260300311299,0.002581229668081276,0.4251968503937008,0.0023507806472480297,0.005023840201829444
piperx_insert_copper_screw-frozen_language-fixed1500-seed1000-v1,556,0.005350454769995849,0.007382000192897779,0.0035259525307083095,0.016950054466724394,0.9829129280351582,0.002739249889951522,0.3779527559055118,0.009980856208130717,0.0028335210863588145
piperx_insert_copper_screw-full-fixed1500-seed1000-v1,11,0.01130681428094249,0.014311046324326874,0.0004418617036208161,0.029103841632604592,0.9801661783556125,0.006097281256353292,0.4566929133858268,0.019626012071967125,0.006975278662139317
piperx_insert_copper_screw-full-fixed1500-seed1000-v1,23,0.030669472954286903,0.0362457632329443,0.029779002627947193,0.06526689119637012,0.9840917414392968,0.005812494843230238,0.4566929133858268,0.04867385094985366,0.007656065350602148
piperx_insert_copper_screw-full-fixed1500-seed1000-v1,40,0.015335989967752539,0.018839913549078713,0.014034091788744263,0.03395654335618019,0.9893735121772569,0.003401484457761284,0.4566929133858268,0.028047016356140375,0.0032159504371520597
piperx_insert_copper_screw-full-fixed1500-seed1000-v1,43,0.013804076066662674,0.016055955832825677,-0.01257109100879461,0.02737621814012527,0.9733794176890679,0.005145598628272222,0.4251968503937008,0.00586122227832675,0.017929892062966246
piperx_insert_copper_screw-full-fixed1500-seed1000-v1,58,0.013574136572060524,0.017405088943983616,0.013309523479620111,0.03569354116916656,0.9876339040468778,0.0027631067480217283,0.41732283464566927,0.027986757922917604,0.002638484140334185
piperx_insert_copper_screw-full-fixed1500-seed1000-v1,62,0.006653122899024311,0.009654197201197779,0.0053630221623279795,0.019277369976043696,0.9806697491301958,0.0026291101166289153,0.3779527559055118,0.016444991575554013,0.0021283665719238343
